commodity,arrival_date,variety,state,district,min_price,max_price,avg_price
Green Chilli,28/03/2024,Green Chilly,Karnataka,Davangere,3000,3500,3600
Green Chilli,27/03/2024,Green Chilly,Karnataka,Davangere,3200,3500,3600
Green Chilli,26/03/2024,Green Chilly,Karnataka,Davangere,3500,3500,3800
Green Chilli,22/03/2024,Green Chilly,Karnataka,Davangere,3500,3500,4000
Green Chilli,16/03/2024,Green Chilly,Karnataka,Davangere,3500,3500,4000
Green Chilli,14/03/2024,Green Chilly,Karnataka,Davangere,3000,3500,3500
Green Chilli,13/03/2024,Green Chilly,Karnataka,Davangere,3000,3500,3500
Green Chilli,12/03/2024,Green Chilly,Karnataka,Davangere,3200,3500,3500
Green Chilli,07/03/2024,Green Chilly,Karnataka,Davangere,3200,3500,3500
Green Chilli,06/03/2024,Green Chilly,Karnataka,Davangere,3000,3500,3500
Green Chilli,05/03/2024,Green Chilly,Karnataka,Davangere,3000,3500,3500
Green Chilli,02/03/2024,Green Chilly,Karnataka,Davangere,3000,3500,3500
Green Chilli,01/03/2024,Green Chilly,Karnataka,Davangere,2600,3500,2800
Green Chilli,31/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,30/08/2024,Green Chilly,Karnataka,Shimoga,3000,4000,3500
Green Chilli,29/08/2024,Green Chilly,Karnataka,Shimoga,3000,4000,3500
Green Chilli,28/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,27/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,26/08/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,25/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,24/08/2024,Green Chilly,Karnataka,Shimoga,3000,4000,3500
Green Chilli,23/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,22/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,21/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,20/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,19/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,18/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,17/08/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,16/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,15/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,14/08/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,13/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,12/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,11/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,10/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,09/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,08/08/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,07/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,06/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,05/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,04/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,03/08/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,02/08/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,01/08/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,31/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,30/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,29/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,28/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,27/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,26/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,25/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,24/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,23/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,22/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,21/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,20/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,19/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,18/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,17/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,16/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,15/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,14/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,13/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,12/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,11/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,10/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,09/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,08/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,07/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,06/07/2024,Green Chilly,Karnataka,Shimoga,2600,3000,2800
Green Chilli,05/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,04/07/2024,Green Chilly,Karnataka,Shimoga,2800,3000,2900
Green Chilli,03/07/2024,Green Chilly,Karnataka,Shimoga,2700,3000,2850
Green Chilli,13/08/2024,Green Chilly,Karnataka,Udupi,3500,4000,3800
Green Chilli,12/08/2024,Green Chilly,Karnataka,Udupi,3500,4000,3800
Green Chilli,06/08/2024,Green Chilly,Karnataka,Udupi,3000,3500,3300
Green Chilli,05/08/2024,Green Chilly,Karnataka,Udupi,3000,3500,3300
Green Chilli,30/07/2024,Green Chilly,Karnataka,Udupi,2900,3000,3000
Green Chilli,29/07/2024,Green Chilly,Karnataka,Udupi,2900,3000,3000
Green Chilli,23/07/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,22/07/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,18/07/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,16/07/2024,Green Chilly,Karnataka,Udupi,3600,3700,3700
Green Chilli,15/07/2024,Green Chilly,Karnataka,Udupi,3600,3700,3700
Green Chilli,12/07/2024,Green Chilly,Karnataka,Udupi,3600,3700,3700
Green Chilli,09/07/2024,Green Chilly,Karnataka,Udupi,3400,3500,3500
Green Chilli,08/07/2024,Green Chilly,Karnataka,Udupi,3400,3500,3500
Green Chilli,05/07/2024,Green Chilly,Karnataka,Udupi,3400,3500,3500
Green Chilli,02/07/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,01/07/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,28/06/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,25/06/2024,Green Chilly,Karnataka,Udupi,5400,5500,5500
Green Chilli,24/06/2024,Green Chilly,Karnataka,Udupi,5400,5500,5500
Green Chilli,15/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,11/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,10/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,07/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,04/06/2024,Green Chilly,Karnataka,Udupi,6900,7000,7000
Green Chilli,01/06/2024,Green Chilly,Karnataka,Udupi,6900,7000,7000
Green Chilli,28/05/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,27/05/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,24/05/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,17/05/2024,Green Chilly,Karnataka,Udupi,6900,7000,7000
Green Chilli,14/05/2024,Green Chilly,Karnataka,Udupi,6400,6500,6500
Green Chilli,04/05/2024,Green Chilly,Karnataka,Udupi,5500,6000,5800
Green Chilli,29/04/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,17/04/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,16/04/2024,Green Chilly,Karnataka,Udupi,8000,9000,8500
Green Chilli,08/04/2024,Green Chilly,Karnataka,Udupi,4900,5000,5000
Green Chilli,06/04/2024,Green Chilly,Karnataka,Udupi,4900,5000,5000
Green Chilli,02/04/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,01/04/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,30/03/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,26/03/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,25/03/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,22/03/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,19/03/2024,Green Chilly,Karnataka,Udupi,4900,5000,5000
Green Chilli,18/03/2024,Green Chilly,Karnataka,Udupi,4900,5000,5000
Green Chilli,16/03/2024,Green Chilly,Karnataka,Udupi,4900,5000,5000
Green Chilli,15/03/2024,Green Chilly,Karnataka,Udupi,4900,5000,5000
Green Chilli,12/03/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,13/08/2024,Green Chilly,Karnataka,Udupi,3500,4000,3800
Green Chilli,12/08/2024,Green Chilly,Karnataka,Udupi,3500,4000,3800
Green Chilli,06/08/2024,Green Chilly,Karnataka,Udupi,3000,3500,3300
Green Chilli,05/08/2024,Green Chilly,Karnataka,Udupi,3000,3500,3300
Green Chilli,30/07/2024,Green Chilly,Karnataka,Udupi,2900,3000,3000
Green Chilli,29/07/2024,Green Chilly,Karnataka,Udupi,2900,3000,3000
Green Chilli,23/07/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,22/07/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,18/07/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,16/07/2024,Green Chilly,Karnataka,Udupi,3600,3700,3700
Green Chilli,15/07/2024,Green Chilly,Karnataka,Udupi,3600,3700,3700
Green Chilli,12/07/2024,Green Chilly,Karnataka,Udupi,3600,3700,3700
Green Chilli,09/07/2024,Green Chilly,Karnataka,Udupi,3400,3500,3500
Green Chilli,08/07/2024,Green Chilly,Karnataka,Udupi,3400,3500,3500
Green Chilli,05/07/2024,Green Chilly,Karnataka,Udupi,3400,3500,3500
Green Chilli,02/07/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,01/07/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,28/06/2024,Green Chilly,Karnataka,Udupi,3900,4000,4000
Green Chilli,25/06/2024,Green Chilly,Karnataka,Udupi,5400,5500,5500
Green Chilli,24/06/2024,Green Chilly,Karnataka,Udupi,5400,5500,5500
Green Chilli,15/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,11/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,10/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,07/06/2024,Green Chilly,Karnataka,Udupi,7900,8000,8000
Green Chilli,04/06/2024,Green Chilly,Karnataka,Udupi,6900,7000,7000
Green Chilli,01/06/2024,Green Chilly,Karnataka,Udupi,6900,7000,7000
Green Chilli,28/05/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,27/05/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,24/05/2024,Green Chilly,Karnataka,Udupi,5900,6000,6000
Green Chilli,17/05/2024,Green Chilly,Karnataka,Udupi,6900,7000,7000
Coconut,22-08-2024,Grade-I,Karnataka,Davangere,8000,18000,12000
Coconut,20-08-2024,Grade-I,Karnataka,Davangere,14000,22000,18180
Coconut,19-08-2024,Grade-I,Karnataka,Davangere,8000,14000,10000
Coconut,12-08-2024,Grade-I,Karnataka,Davangere,8000,14000,10000
Coconut,08-08-2024,Grade-I,Karnataka,Davangere,8000,14000,10000
Coconut,01-08-2024,Grade-I,Karnataka,Davangere,9000,13000,11000
Coconut,15-07-2024,Grade-I,Karnataka,Davangere,7000,14000,10000
Coconut,01-07-2024,Grade-I,Karnataka,Davangere,8000,14000,10000
Coconut,24-06-2024,Grade-I,Karnataka,Davangere,8000,15000,12000
Coconut,10-06-2024,Grade-I,Karnataka,Davangere,10000,17000,12000
Coconut,06-06-2024,Grade-I,Karnataka,Davangere,14000,14000,14000
Coconut,03-06-2024,Grade-I,Karnataka,Davangere,10000,17000,13000
Coconut,31-05-2024,Grade-I,Karnataka,Davangere,13000,16000,14500
Coconut,27-05-2024,Grade-I,Karnataka,Davangere,10000,15000,12000
Coconut,14-05-2024,Grade-I,Karnataka,Davangere,14000,14000,14000
Coconut,03-05-2024,Grade-I,Karnataka,Davangere,10000,10000,10000
Coconut,29-04-2024,Grade-I,Karnataka,Davangere,9000,16000,12500
Coconut,29-04-2024,Grade-I,Karnataka,Davangere,10000,18000,15000
Coconut,23-04-2024,Grade-I,Karnataka,Davangere,14000,14000,14000
Coconut,18-04-2024,Grade-I,Karnataka,Davangere,10000,10000,10000
Coconut,18-04-2024,Grade-I,Karnataka,Davangere,10000,10000,10000
Coconut,17-04-2024,Grade-I,Karnataka,Davangere,15000,15000,15000
Coconut,17-04-2024,Grade-I,Karnataka,Davangere,15000,15000,15000
Coconut,15-04-2024,Grade-I,Karnataka,Davangere,10000,18000,14000
Coconut,15-04-2024,Grade-I,Karnataka,Davangere,10000,18000,14000
Coconut,08-04-2024,Grade-I,Karnataka,Davangere,10000,18000,14000
Coconut,27-03-2024,Grade-I,Karnataka,Davangere,12000,12000,12000
Coconut,26-03-2024,Grade-I,Karnataka,Davangere,10000,10000,10000
Coconut,25-03-2024,Grade-I,Karnataka,Davangere,12000,16000,14000
Coconut,18-03-2024,Grade-I,Karnataka,Davangere,10000,18000,14000
Coconut,22-08-2024,Grade-I,Karnataka,Uttar Kannada,15490,24204,21440
Coconut,08-08-2024,Grade-I,Karnataka,Uttar Kannada,10633,24345,22394
Coconut,25-07-2024,Grade-I,Karnataka,Uttar Kannada,14084,22992,20985
Coconut,18-07-2024,Grade-I,Karnataka,Uttar Kannada,17605,22459,20704
Coconut,27-06-2024,Grade-I,Karnataka,Uttar Kannada,17600,20500,20140
Coconut,13-06-2024,Grade-I,Karnataka,Uttar Kannada,17253,20420,19920
Coconut,06-06-2024,Grade-I,Karnataka,Uttar Kannada,17950,19470,18590
Coconut,30-05-2024,Grade-I,Karnataka,Uttar Kannada,18309,19190,18873
Coconut,23-05-2024,Grade-I,Karnataka,Uttar Kannada,17780,19710,19295
Coconut,16-05-2024,Grade-I,Karnataka,Uttar Kannada,18309,19366,19014
Cotton,10/06/2024,GCH,Karnataka,Haveri,5839,7195,7108
Cotton,10/06/2024,GCH,Karnataka,Haveri,7213,7213,7213
Cotton,03/06/2024,GCH,Karnataka,Haveri,6666,6666,6666
Cotton,23/05/2024,GCH,Karnataka,Haveri,7819,7819,7819
Cotton,20/05/2024,GCH,Karnataka,Haveri,6441,7603,7329
Cotton,29/04/2024,GCH,Karnataka,Haveri,7019,7019,7019
Cotton,17/04/2024,GCH,Karnataka,Haveri,7829,7829,7829
Cotton,17/04/2024,GCH,Karnataka,Haveri,7829,7829,7829
Cotton,16/04/2024,GCH,Karnataka,Haveri,7369,7369,7369
Cotton,16/04/2024,GCH,Karnataka,Haveri,7369,7369,7369
Cotton,15/04/2024,GCH,Karnataka,Haveri,6839,7619,7243
Cotton,15/04/2024,GCH,Karnataka,Haveri,6839,7619,7243
Cotton,09/04/2024,GCH,Karnataka,Haveri,7061,7459,7264
Cotton,05/04/2024,GCH,Karnataka,Haveri,7801,7801,7801
Cotton,28/03/2024,GCH,Karnataka,Haveri,6069,8193,7459
Cotton,27/03/2024,GCH,Karnataka,Haveri,7309,7349,7331
Cotton,25/03/2024,GCH,Karnataka,Haveri,7083,8267,7905
Cotton,23/03/2024,GCH,Karnataka,Haveri,7429,7429,7429
Cotton,22/03/2024,GCH,Karnataka,Haveri,7801,7801,7801
Cotton,21/03/2024,GCH,Karnataka,Haveri,6781,8213,7849
Cotton,18/03/2024,GCH,Karnataka,Haveri,7211,8139,7940
Cotton,16/03/2024,GCH,Karnataka,Haveri,7189,7239,7214
Cotton,15/03/2024,GCH,Karnataka,Haveri,7500,7500,7500
Cotton,14/03/2024,GCH,Karnataka,Haveri,5031,8139,7641
Cotton,12/03/2024,GCH,Karnataka,Haveri,7809,7809,7809
Cotton,11/03/2024,GCH,Karnataka,Haveri,4747,8019,7723
Cotton,07/03/2024,GCH,Karnataka,Haveri,2209,7859,7274
Cotton,04/03/2024,GCH,Karnataka,Haveri,6889,7889,7722
Cotton,29/02/2024,GCH,Karnataka,Haveri,6711,7569,7445
Maize,27/08/2024,Local,Karnataka,Chikmagalur,2800,2800,2800
Maize,30/07/2024,Local,Karnataka,Chikmagalur,2900,2900,2900
Maize,25/06/2024,Local,Karnataka,Chikmagalur,2650,2650,2650
Maize,24/06/2024,Other,Karnataka,Chikmagalur,2300,2300,2300
Maize,29/05/2024,Local,Karnataka,Chikmagalur,2380,2380,2380
Maize,30/03/2024,Local,Karnataka,Chikmagalur,2320,2320,2320
Maize,29/08/2024,Hybrid/Local,Karnataka,Davangere,2125,2125,2125
Maize,27/08/2024,Hybrid/Local,Karnataka,Davangere,2160,2200,2180
Maize,25/08/2024,Local,Karnataka,Davangere,2150,2350,2250
Maize,21/08/2024,Hybrid/Local,Karnataka,Davangere,2190,2190,2190
Maize,19/08/2024,Local,Karnataka,Davangere,2200,2350,2275
Maize,15/08/2024,Hybrid/Local,Karnataka,Davangere,2300,2300,2300
Maize,14/08/2024,Local,Karnataka,Davangere,2150,2250,2200
Maize,10/08/2024,Local,Karnataka,Davangere,2125,2300,2212
Maize,08/08/2024,Hybrid/Local,Karnataka,Davangere,2200,2250,2225
Maize,05/08/2024,Local,Karnataka,Davangere,2150,2250,2200
Maize,01/08/2024,Hybrid/Local,Karnataka,Davangere,2200,2250,2225
Maize,30/07/2024,Local,Karnataka,Davangere,2100,2300,2200
Maize,25/07/2024,Hybrid/Local,Karnataka,Davangere,2200,2200,2200
Maize,20/07/2024,Local,Karnataka,Davangere,2150,2250,2200
Maize,15/07/2024,Hybrid/Local,Karnataka,Davangere,2300,2300,2300
Maize,10/07/2024,Local,Karnataka,Davangere,2125,2300,2212
Maize,05/07/2024,Hybrid/Local,Karnataka,Davangere,2200,2200,2200
Maize,01/07/2024,Local,Karnataka,Davangere,2150,2250,2200
Maize,30/06/2024,Hybrid/Local,Karnataka,Davangere,2200,2200,2200
Maize,25/06/2024,Local,Karnataka,Davangere,2125,2300,2212
Maize,20/06/2024,Hybrid/Local,Karnataka,Davangere,2300,2300,2300
Maize,15/06/2024,Local,Karnataka,Davangere,2150,2250,2200
Maize,10/06/2024,Hybrid/Local,Karnataka,Davangere,2200,2200,2200
Maize,05/06/2024,Local,Karnataka,Davangere,2125,2250,2188
Maize,01/06/2024,Hybrid/Local,Karnataka,Davangere,2100,2200,2150
Maize,30/05/2024,Hybrid/Local,Karnataka,Davangere,2400,2450,2430
Maize,30/05/2024,Local,Karnataka,Davangere,2433,2553,2473
Maize,29/05/2024,Local,Karnataka,Davangere,2290,2400,2369
Maize,28/05/2024,Local,Karnataka,Davangere,2306,2326,2311
Maize,28/05/2024,Hybrid/Local,Karnataka,Davangere,2220,2220,2220
Maize,27/05/2024,Local,Karnataka,Davangere,2181,2439,2286
Maize,24/05/2024,Local,Karnataka,Davangere,2433,2433,2433
Maize,21/05/2024,Local,Karnataka,Davangere,2250,2369,2303
Maize,17/05/2024,Local,Karnataka,Davangere,2286,2395,2365
Maize,17/05/2024,Hybrid/Local,Karnataka,Davangere,2335,2460,2397
Maize,16/05/2024,Local,Karnataka,Davangere,2275,2357,2290
Maize,16/05/2024,Hybrid/Local,Karnataka,Davangere,2360,2360,2360
Maize,15/05/2024,Local,Karnataka,Davangere,2185,2360,2322
Maize,14/05/2024,Local,Karnataka,Davangere,2270,2391,2319
Maize,08/05/2024,Hybrid/Local,Karnataka,Davangere,2170,2297,2233
Maize,06/05/2024,Hybrid/Local,Karnataka,Davangere,2450,2450,2450
Maize,04/05/2024,Local,Karnataka,Davangere,2228,2365,2318
Maize,29/04/2024,Hybrid/Local,Karnataka,Davangere,2350,2350,2350
Maize,29/04/2024,Local,Karnataka,Davangere,2171,2382,2324
Maize,25/04/2024,Hybrid/Local,Karnataka,Davangere,2160,2160,2160
Maize,16/04/2024,Local,Karnataka,Davangere,2155,2366,2299
Maize,15/04/2024,Local,Karnataka,Davangere,2135,2353,2300
Maize,08/04/2024,Local,Karnataka,Davangere,2129,2346,2258
Maize,06/04/2024,Local,Karnataka,Davangere,2086,2336,2260
Maize,06/04/2024,Hybrid/Local,Karnataka,Davangere,2220,2220,2220
Maize,04/04/2024,Local,Karnataka,Davangere,2105,2342,2272
Maize,03/04/2024,Hybrid/Local,Karnataka,Davangere,2000,2200,2100
Maize,30/03/2024,Local,Karnataka,Davangere,2165,2333,2295
Maize,28/03/2024,Local,Karnataka,Davangere,2255,2325,2298
Maize,28/03/2024,Hybrid/Local,Karnataka,Davangere,2150,2150,2150
Maize,28/03/2024,Hybrid/Local,Karnataka,Davangere,2375,2375,2375
Maize,27/03/2024,Local,Karnataka,Davangere,2155,2303,2271
Maize,27/03/2024,Hybrid/Local,Karnataka,Davangere,2100,2200,2150
Maize,26/03/2024,Local,Karnataka,Davangere,1200,2293,2188
Maize,26/03/2024,Hybrid/Local,Karnataka,Davangere,2200,2370,2285
Maize,25/03/2024,Hybrid/Local,Karnataka,Davangere,2015,2300,2157
Maize,25/03/2024,Local,Karnataka,Davangere,2076,2273,2255
Maize,22/03/2024,Local,Karnataka,Davangere,2075,2269,2214
Maize,22/03/2024,Hybrid/Local,Karnataka,Davangere,2360,2360,2360
Maize,21/03/2024,Hybrid/Local,Karnataka,Davangere,2300,2300,2300
Maize,21/03/2024,Local,Karnataka,Davangere,2216,2248,2245
Maize,19/03/2024,Hybrid/Local,Karnataka,Davangere,2250,2270,2260
Maize,18/03/2024,Local,Karnataka,Davangere,2022,2268,2220
Maize,18/03/2024,Hybrid/Local,Karnataka,Davangere,2250,2250,2250
Maize,16/03/2024,Hybrid/Local,Karnataka,Davangere,2090,2105,2095
Maize,16/03/2024,Local,Karnataka,Davangere,2121,2265,2232
Maize,15/03/2024,Hybrid/Local,Karnataka,Davangere,2250,2250,2250
Maize,14/03/2024,Local,Karnataka,Davangere,2149,2241,2190
Maize,13/03/2024,Hybrid/Local,Karnataka,Davangere,2000,2000,2000
Maize,13/03/2024,Local,Karnataka,Davangere,2150,2262,2215
Maize,12/03/2024,Local,Karnataka,Davangere,2105,2279,2236
Maize,11/03/2024,Local,Karnataka,Davangere,2081,2276,2230
Maize,11/03/2024,Hybrid/Local,Karnataka,Davangere,2250,2290,2280
Maize,07/03/2024,Local,Karnataka,Davangere,2188,2281,2247
Maize,06/03/2024,Local,Karnataka,Davangere,2173,2278,2243
Maize,05/03/2024,Local,Karnataka,Davangere,2149,2290,2251
Maize,02/03/2024,Local,Karnataka,Davangere,2181,2282,2246
Maize,01/03/2024,Hybrid/Local,Karnataka,Davangere,2090,2090,2090
Maize,29/02/2024,Local,Karnataka,Davangere,2133,2301,2264
Maize,28/02/2024,Local,Karnataka,Davangere,2120,2301,2259
Maize,20/08/2024,Hybrid/Local,Karnataka,Haveri,2400,2700,2650
Maize,12/08/2024,Hybrid/Local,Karnataka,Haveri,2820,2860,2830
Maize,08/08/2024,Hybrid/Local,Karnataka,Haveri,2500,2680,2600
Maize,31/07/2024,Hybrid/Local,Karnataka,Haveri,2300,2600,2540
Maize,30/07/2024,Hybrid/Local,Karnataka,Haveri,2300,2650,2500
Maize,22/07/2024,Hybrid/Local,Karnataka,Haveri,2900,2900,2900
Maize,20/07/2024,Hybrid/Local,Karnataka,Haveri,2900,2900,2900
Maize,15/07/2024,Hybrid/Local,Karnataka,Haveri,2500,2500,2500
Maize,10/07/2024,Hybrid/Local,Karnataka,Haveri,2150,2400,2300
Maize,01/07/2024,Hybrid/Local,Karnataka,Haveri,2550,2600,2575
Maize,01/07/2024,Hybrid/Local,Karnataka,Haveri,2400,2600,2450
Maize,28/06/2024,Hybrid/Local,Karnataka,Haveri,2300,2500,2450
Maize,26/06/2024,Hybrid/Local,Karnataka,Haveri,2200,2300,2250
Maize,01/06/2024,Hybrid/Local,Karnataka,Haveri,2200,2400,2300
Maize,31/05/2024,Hybrid/Local,Karnataka,Haveri,2100,2500,2350
Maize,29/05/2024,Local,Karnataka,Haveri,2400,2400,2400
Maize,29/05/2024,Hybrid/Local,Karnataka,Haveri,2200,2280,2250
Maize,23/05/2024,Hybrid/Local,Karnataka,Haveri,2200,2300,2260
Maize,20/05/2024,Hybrid/Local,Karnataka,Haveri,2200,2300,2280
Maize,27/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,23/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,23/08/2024,Local,Karnataka,Shimoga,3000,3000,3000
Maize,16/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2125
Maize,16/08/2024,Local,Karnataka,Shimoga,2400,2400,2400
Maize,12/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2125
Maize,08/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,06/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,06/08/2024,Local,Karnataka,Shimoga,2800,2800,2800
Maize,05/08/2024,Local,Karnataka,Shimoga,2400,2400,2400
Maize,03/08/2024,Local,Karnataka,Shimoga,2650,2658,2653
Maize,01/08/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2200
Maize,26/07/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,24/07/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2200
Maize,22/07/2024,Local,Karnataka,Shimoga,2800,2800,2800
Maize,22/07/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,20/07/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,16/07/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,15/07/2024,Local,Karnataka,Shimoga,2800,2800,2800
Maize,06/07/2024,Local,Karnataka,Shimoga,2450,2450,2450
Maize,12/06/2024,Local,Karnataka,Shimoga,3200,3200,3200
Maize,30/05/2024,Local,Karnataka,Shimoga,2508,2508,2508
Maize,16/04/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,08/04/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,08/04/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
Maize,03/04/2024,Hybrid/Local,Karnataka,Shimoga,2000,2300,2150
